time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
176,-62.70408135,-73.32118747,-68.45996677,-70.34455484,-73.05863179,-68.60782459,-68.68595878,-69.23153743,-63.0604174,-61.57122273,-65.05903883,-67.43167851,-71.62596932,-72.30715687,-70.14881252,-69.19475649,-65.14006967,-67.90603824,-67.04315833,-65.98403185,-67.80149925,-72.92471456,-70.00856073,-70.49947217,-68.67944136,-66.2809985,-68.57869495,-60.27699628,-73.01146559,-70.66913737,-68.59868484,-69.45525007
177,-66.7680491,-69.98780797,-67.44614254,-73.23596292,-68.39042166,-72.64449064,-65.80264944,-71.22304708,-69.90155304,-69.47903425,-70.6548692,-73.4265821,-69.61088339,-68.52082667,-71.30856087,-69.12713407,-74.8738384,-74.33203049,-66.94165895,-67.21105749,-72.96880733,-70.71731501,-66.56917533,-72.57714703,-71.38067909,-71.19855401,-68.85291655,-66.6497316,-71.74463149,-71.47687585,-72.39721633,-74.97785717
178,-70.89737443,-73.52505114,-70.35135099,-67.05837612,-72.64677899,-71.96933163,-71.52909845,-68.80456341,-67.28873881,-67.68132947,-66.82445353,-70.40101883,-70.86400525,-72.54262948,-70.09000308,-71.83360131,-59.79705695,-75.95535989,-69.03162846,-70.76450283,-65.73181815,-72.3350655,-67.53615184,-70.5249352,-66.92072803,-66.47695966,-73.13119363,-72.55483403,-67.02416063,-71.21296475,-71.1903623,-66.88788296
179,-72.52042178,-69.77692926,-74.0435927,-71.89513716,-64.26220771,-71.07746053,-72.22100126,-74.39977059,-71.2466132,-75.78711728,-73.88976303,-73.23623897,-71.01433888,-68.65435262,-72.40344981,-65.33675666,-66.77904581,-70.30504916,-65.28483312,-65.01993775,-69.24486167,-69.22678225,-69.66321733,-74.50679258,-69.5382265,-69.35940778,-67.85195353,-69.64724623,-69.69078533,-64.99697723,-70.17928868,-67.54654733
180,-68.00887258,-63.57508854,-67.94814545,-73.92512453,-72.44890045,-74.21863343,-73.07155856,-74.32259212,-71.56276567,-70.19710871,-68.96837603,-73.29250464,-67.45267944,-72.27787543,-67.33722543,-67.02067296,-73.98990112,-72.86652686,-68.16983458,-74.65617578,-70.50143093,-68.44617463,-71.93723441,-73.04559183,-66.5412577,-75.80720432,-74.19536655,-71.27574081,-68.66693175,-73.64001088,-65.240346,-68.4903281
181,-74.32719098,-68.97179931,-67.01921218,-71.41299082,-68.9009024,-72.76141169,-67.22492126,-69.13514897,-69.55711111,-71.78421072,-75.36724161,-67.74078571,-70.13360698,-70.16746034,-63.43706578,-67.36651727,-68.51827901,-71.18936665,-71.17908183,-67.35871978,-69.29197887,-65.54086182,-70.00783613,-67.56660867,-70.59734906,-67.52116247,-70.55444099,-68.78499731,-69.71484742,-65.49493144,-69.401862,-64.7978295
182,-73.79613174,-72.95103215,-68.59873231,-69.81678334,-64.81299821,-72.00724569,-72.76563588,-66.30950309,-65.8699291,-68.12847969,-67.5199905,-71.15556808,-77.80920556,-71.63021186,-74.45318273,-68.14652889,-73.44581856,-75.21239936,-68.96302833,-64.16773188,-67.55476469,-68.42146368,-73.15286919,-67.26869734,-74.71348439,-71.6422711,-70.59297475,-73.31964367,-68.4903394,-62.30002259,-72.05605156,-68.37899257
183,-69.72545187,-75.22060189,-70.29407322,-73.23149017,-73.90187038,-65.80499914,-65.79292207,-71.08495733,-70.62166171,-69.86221147,-70.52118725,-69.80147543,-68.34420645,-74.28062502,-76.90644342,-70.50926356,-73.30949365,-66.30968829,-65.79138284,-70.39801624,-66.4771727,-67.02359487,-71.67491655,-69.33824569,-66.04504691,-70.55189292,-68.80211865,-71.90699177,-73.65673355,-69.35521184,-62.5775165,-70.13067993
184,-67.41442788,-73.45890817,-66.2770021,-71.97507802,-68.03945812,-74.864044,-68.59287148,-67.60204258,-72.40378771,-73.05384636,-68.70248513,-73.43975719,-68.74780124,-72.674049,-66.92194749,-69.63742833,-72.27404126,-69.19691581,-70.4352973,-67.78030047,-67.29766272,-72.81024467,-68.83098412,-65.83207774,-73.53492836,-71.95232747,-69.94537207,-69.07829691,-67.23317222,-73.28906992,-64.74219567,-72.53393282
185,-73.36650998,-69.17332179,-73.46389469,-74.7760677,-72.24921481,-72.17149784,-69.82542616,-72.62775463,-70.45761826,-69.16787738,-71.79238576,-71.05593786,-67.94064686,-66.62489973,-71.69012425,-71.65195646,-67.63549077,-74.46549555,-66.99927231,-68.95938443,-76.34630636,-71.76633841,-76.65936553,-68.82177525,-68.64010216,-67.83885732,-65.5088712,-71.6035404,-68.71038601,-68.21693274,-70.9786913,-71.66304706
186,-70.63686648,-68.93163156,-72.21961423,-69.76308241,-74.02635183,-68.48567092,-69.7823798,-65.69247524,-65.37177929,-66.52989764,-72.37115972,-69.01214348,-66.50749821,-73.63118297,-74.42526402,-70.20020143,-69.32147882,-71.47676282,-69.88812095,-74.94278019,-73.70106783,-66.26789363,-72.47215105,-72.18475934,-69.52743397,-62.24329759,-67.18487858,-72.3781028,-71.58639481,-67.67624503,-66.98736578,-71.83570751
187,-69.26103771,-71.11476062,-72.24980241,-70.16069359,-72.05971437,-72.00947671,-66.92313179,-72.56628373,-72.65934722,-69.1783679,-68.43192374,-72.37899427,-70.15533263,-71.99515585,-67.04337326,-72.88441975,-67.93682856,-67.64158835,-72.81162926,-72.60639007,-70.61749549,-66.18746569,-64.45883246,-67.79336299,-71.00027399,-70.8186349,-73.79570193,-72.74822835,-68.18288482,-67.70965505,-72.3105097,-69.67397239
188,-69.98214607,-74.15804423,-74.91481955,-72.45269974,-68.98993503,-72.00258267,-69.40398792,-69.78959894,-73.47494157,-72.76234819,-70.87415589,-67.59264547,-71.86014882,-73.79223067,-76.36605166,-66.87802718,-65.28344539,-73.7282261,-68.35067073,-66.96917164,-70.03674522,-65.57341727,-73.54118238,-65.55124141,-73.51705509,-66.95999724,-67.83657181,-69.17572893,-70.86171871,-66.94548959,-71.92500516,-68.03643745
189,-71.50957822,-66.99726168,-67.44536647,-74.02321759,-65.79332049,-65.95755692,-74.69517865,-72.56690292,-71.79213034,-70.20617124,-69.65735459,-70.42436639,-72.82384761,-74.51218636,-67.2206711,-71.65768882,-71.71233452,-66.42589359,-65.7024746,-66.58904073,-70.0610322,-72.39327149,-71.3159811,-68.38718012,-68.12695837,-71.05641613,-67.37379613,-69.98188118,-68.94676146,-65.43190318,-74.44044263,-67.3187449
190,-71.00662861,-66.66765953,-73.82796372,-71.30918906,-67.35375761,-67.74302818,-68.73540666,-66.89031624,-65.02854354,-73.15302986,-71.16943038,-64.51878617,-70.81808725,-75.74412636,-69.84285444,-65.83893524,-66.20070359,-70.03010214,-70.90769546,-69.38236817,-68.47463725,-74.26030871,-68.23031397,-67.61692406,-69.63691069,-68.1493279,-72.61045961,-66.90051098,-67.75447888,-67.63446072,-69.12946012,-66.85133718
191,-72.04901223,-73.73904044,-72.46038928,-64.87830918,-65.36494581,-71.57325273,-68.88861329,-66.52379968,-75.25987432,-68.24938753,-71.87220249,-68.52303881,-71.5962428,-74.41275572,-68.46569645,-64.17645234,-67.07483316,-73.25569322,-73.16436621,-68.57797542,-74.68018476,-68.55020079,-75.57241248,-67.80750473,-73.23279842,-70.15631251,-71.79067198,-68.38325276,-74.98278961,-71.51268044,-76.666235,-73.3652272
192,-68.65117152,-72.06283752,-70.13892327,-64.81920911,-69.82366173,-70.91642179,-78.37901723,-70.80679488,-77.77295321,-70.15013471,-69.19400289,-66.94966488,-70.97028117,-65.76778227,-66.48176743,-68.97193418,-69.33528654,-70.61549842,-76.39144756,-72.15550402,-74.13231494,-73.69103396,-71.860629,-70.0409351,-70.04949078,-66.84934955,-69.78603286,-73.57481643,-70.24653277,-71.79071418,-73.59078799,-66.18542685
193,-69.83820136,-70.04620961,-73.23637066,-68.25762083,-69.03928103,-73.54827385,-75.59096661,-68.99964131,-67.36111765,-67.3441714,-71.07817064,-71.8008944,-67.1227294,-69.96349598,-66.48088398,-74.90136189,-73.13953004,-74.18943869,-65.58761326,-71.2339805,-68.24962995,-68.80545789,-72.45346755,-76.22399969,-67.87564657,-70.3166015,-66.1762117,-67.04785064,-73.60678982,-71.38568221,-73.26460366,-69.47844102
194,-70.06923532,-65.34186553,-65.37281087,-69.65669796,-72.94915301,-66.13084924,-68.68679033,-72.67467651,-73.68139212,-66.45895014,-72.53131518,-71.59629332,-64.12190085,-72.13104227,-67.5974292,-68.50030887,-71.47110596,-67.34716536,-65.31185589,-72.86116357,-63.01862462,-70.3562932,-70.43059692,-67.72699833,-73.0058407,-69.15247234,-70.2422313,-71.54694941,-74.55090943,-74.97763958,-66.94505347,-71.25884744
195,-68.59065069,-73.5067648,-70.05269788,-71.91821124,-70.9069278,-70.17475186,-68.44585946,-68.4330547,-74.18684934,-65.51115035,-63.74345685,-63.85560051,-73.17391883,-66.84696912,-73.49018805,-71.05738599,-66.51484341,-68.70681363,-70.66306739,-63.06225384,-67.1227028,-71.6360005,-75.9030448,-65.29684434,-66.81051719,-66.66092546,-68.25934412,-67.59265482,-63.81956497,-70.3314925,-74.17063231,-69.0716682
196,-63.01643343,-71.50559385,-66.33893765,-73.1623433,-64.23719899,-63.8495122,-66.99880976,-67.47014891,-75.5404855,-67.26052039,-74.27628797,-72.46840678,-72.97592907,-67.5944616,-71.50151521,-69.85602198,-72.53144911,-66.14598688,-70.75501423,-64.5920782,-70.98145287,-68.22317884,-73.29011058,-69.43850721,-70.01113105,-72.12163423,-70.03365875,-64.34375056,-68.39389198,-73.7494036,-73.14872434,-71.43647435
197,-69.43156778,-70.7437323,-72.422138,-68.52053747,-68.41701,-73.09655538,-67.52040249,-68.55568595,-68.14387047,-67.15871569,-70.03043942,-67.68277506,-66.83380645,-71.12856847,-73.47228144,-73.85257777,-72.94962791,-65.4098384,-74.46312034,-69.45492348,-69.82826169,-68.6236792,-73.07618257,-68.67614014,-70.99395468,-69.03313731,-66.69506965,-75.93596047,-65.02684768,-71.99867749,-73.93297822,-72.67977138
198,-69.95703176,-66.92906087,-67.24070227,-67.92830652,-63.46929897,-67.19996443,-70.75402411,-70.06218211,-71.24067725,-68.83504362,-67.89607207,-67.42479712,-68.73647957,-68.70606814,-67.94510035,-70.56493196,-72.28599622,-68.9951694,-72.01209711,-69.2102459,-66.76994655,-68.84955277,-67.99233025,-71.83712041,-64.57823839,-66.44695933,-71.32886862,-76.05535803,-70.85123452,-67.01830572,-70.13708503,-68.57084711
199,-70.42209749,-72.34241962,-77.30338067,-70.1088649,-68.37564991,-74.81900063,-66.56172909,-74.74120556,-63.98522762,-75.50111632,-72.60763757,-68.32170016,-64.66132167,-71.79050289,-67.69071654,-68.55962755,-69.21738494,-66.42005339,-68.58829625,-69.52019132,-69.39526793,-70.08967554,-69.25754853,-65.16167034,-68.15222764,-65.02501677,-70.50772988,-70.41293506,-72.91009831,-65.54823439,-69.95794865,-69.29389681
200,-71.03836069,-70.24455995,-69.15683232,-70.35379431,-69.10211583,-67.37255654,-72.87694353,-66.02833093,-70.00320716,-71.83847574,-72.36198671,-74.88581143,-67.72576491,-72.03178359,-64.40232808,-67.69862572,-67.35717029,-64.31027818,-66.84864437,-68.65268677,-65.93037939,-71.68408181,-69.76227607,-68.15059697,-68.30272249,-69.79643473,-71.65108656,-70.82845151,-69.82954268,-70.81741107,-67.38651074,-72.77456039
201,-73.01909807,-67.7786906,-71.15519721,-63.73469748,-69.90298615,-77.40115012,-70.64231903,-67.20192923,-71.18217849,-69.44837419,-72.9068192,-69.52980419,-71.67498553,-64.71486605,-71.76812931,-69.10238617,-37.39902285,-45.429371,-32.69522674,-43.72447787,-38.15033742,-30.0475676,-34.8383443,-38.09496775,-42.74237313,-37.74699295,-35.69380054,-35.31150287,-41.71495439,-45.37508329,-41.13410114,-40.17878509
202,-70.8368376,-63.98702786,-69.94155542,-77.02377358,-73.46201844,-77.93034089,-74.44919514,-70.73609906,-67.00841316,-69.71050597,-61.73355767,-63.40596218,-69.98078643,-72.57362472,-67.39910484,-69.17661852,-40.19694048,-49.32832953,-38.22381853,-45.31111492,-50.29451623,-43.82844627,-42.55030013,-40.18704259,-49.47028894,-30.1163186,-24.45283542,-45.35239529,-39.61814561,-41.40366645,-41.89800887,-45.07927476
203,-68.0477649,-69.06130618,-70.30710599,-73.57014536,-69.66330821,-67.93253011,-67.28878066,-73.6631839,-69.27207958,-69.56236059,-68.84034059,-67.12908256,-69.49376657,-73.38636177,-74.15404858,-73.70835516,-41.54160844,-41.30021627,-36.70426575,-40.34084897,-42.24021941,-42.99911824,-45.89875684,-40.68691258,-38.55444147,-49.06520892,-45.17742892,-37.47361265,-42.13245991,-38.69479158,-42.35293977,-48.07177693
204,-74.68050295,-71.01055259,-73.27156993,-72.07531701,-72.85772626,-71.5148484,-70.01364247,-73.25406842,-65.82138331,-74.95737841,-73.50416582,-66.89859945,-70.57004485,-65.17065865,-67.15684858,-68.7708721,-45.87161681,-38.90095449,-42.85671119,-47.76564394,-43.42916925,-39.06091412,-35.27296845,-36.78463115,-41.73713754,-47.7736375,-31.09073446,-34.96952503,-41.01448449,-34.18536308,-45.58453471,-39.31137807
205,-69.32272863,-77.484077,-72.0550797,-73.56734189,-65.29959947,-73.36046006,-63.80514042,-70.91853704,-69.3962133,-72.17808214,-70.06607425,-69.44984677,-71.11543316,-65.43131277,-67.46483356,-68.03533737,-34.61862451,-45.37978911,-32.1011067,-41.11372773,-34.63777095,-42.99879372,-46.63347423,-48.5149193,-33.28822547,-39.39764574,-41.31309751,-46.60007519,-48.78677937,-35.37550066,-36.81701216,-38.91702852
206,-71.85493124,-74.46951391,-67.95713025,-66.45011656,-70.69269794,-73.41923759,-74.0695693,-74.89627185,-69.53956808,-74.40709387,-71.05711411,-71.70085591,-61.61422595,-72.84687889,-66.73964252,-80.98425133,-47.70554556,-37.26783285,-35.31421002,-33.10644535,-48.91890639,-44.83958114,-40.049686,-34.75173174,-40.33917047,-44.62847366,-52.22911722,-44.71522723,-39.89374479,-41.35900023,-37.83657676,-39.61923772
207,-65.812916,-69.58589736,-66.04603386,-67.31477999,-64.12830465,-70.92923972,-69.35991899,-70.39874576,-74.55636147,-70.37671558,-71.61450892,-72.50353001,-69.3336589,-66.90470404,-68.60108104,-63.91873235,-37.63687465,-32.19713531,-42.25233614,-54.11632397,-44.42072672,-37.0588227,-40.36853733,-37.88495233,-37.92333087,-43.44971726,-33.4478731,-43.50678272,-44.47792937,-32.05568708,-43.55338568,-45.82680822
208,-65.91544674,-75.06889415,-68.98588837,-72.43871235,-68.03123303,-66.98456297,-68.58880153,-69.99056379,-71.87783955,-66.09851059,-70.46640934,-68.53263243,-71.28881923,-69.50888732,-75.87691506,-70.69256895,-33.40517637,-41.92668333,-47.28706287,-44.42117295,-39.4547185,-44.07826917,-31.38103481,-39.62350045,-41.17159875,-38.80379183,-46.81873314,-42.07464168,-40.59887929,-48.14056108,-35.25892457,-40.62520145
209,-63.92058997,-68.83835313,-71.22383656,-69.06431376,-72.98163235,-70.01916891,-69.28006947,-65.42857977,-72.28791288,-67.88928305,-74.15148174,-74.20878025,-69.03726394,-68.30152246,-67.03768406,-67.71236854,-40.48354099,-39.05641608,-45.14498571,-44.27485833,-44.81522123,-38.86401043,-31.84652518,-49.55092238,-45.70960691,-41.04662928,-38.37877547,-46.03042643,-48.61661419,-42.05977007,-32.58158221,-47.22525216
210,-70.56448923,-68.30903413,-69.01087257,-71.940736,-67.0015571,-70.50024537,-71.97054794,-68.44011725,-71.08425488,-70.31308605,-71.31252045,-68.36559788,-65.15582436,-71.13543179,-72.19792442,-69.29962222,-41.00213254,-47.53247408,-30.09952192,-47.35544967,-35.09961462,-37.09778636,-40.05107884,-48.31156945,-34.39204469,-38.55653299,-42.29411223,-35.55195454,-37.44482891,-35.77386251,-35.3536545,-44.34585581
211,-72.79063331,-67.09971691,-67.24627614,-66.32624585,-70.76352076,-68.84720315,-68.78116404,-71.18897369,-67.27188891,-69.41540563,-69.77954671,-70.21513806,-66.22249042,-72.78070029,-70.37748891,-69.95297534,-41.39219532,-40.19170024,-37.88335784,-43.76731615,-30.26998665,-37.2669,-40.90911917,-38.14565785,-47.25470408,-41.76130308,-38.09407788,-44.66234065,-34.24615706,-32.63418501,-55.49227553,-36.96488794
212,-70.0479561,-65.94878382,-65.47254012,-72.1885238,-73.3793275,-69.79452397,-66.77382295,-70.51545786,-70.82649109,-64.34026012,-73.69439741,-71.31488999,-70.370243,-71.2435071,-64.25009603,-71.93716614,-51.68427741,-49.58826447,-38.88907758,-32.8608077,-46.10518923,-42.83327681,-45.17392194,-45.29361431,-50.50573717,-34.30355279,-48.25899407,-39.25355416,-33.19698921,-38.32214419,-35.44132204,-46.5125445
213,-73.30112036,-71.45906309,-68.31532565,-70.73105995,-72.89647603,-71.78219654,-69.95670078,-67.96681915,-72.83285964,-72.94343969,-71.10344309,-72.24026509,-71.77950028,-69.46666087,-71.11755551,-71.03177777,-39.81775162,-43.81444245,-33.70307215,-43.43139267,-34.71087514,-42.54116756,-38.33919188,-34.05573358,-31.39401596,-44.70493282,-43.59313668,-34.23597272,-43.96400594,-38.54306069,-44.72136827,-35.75606792
214,-69.31924731,-70.34787319,-70.20272915,-69.23237913,-66.55239078,-70.6348934,-64.22228518,-72.2327385,-69.22243958,-71.27667127,-69.98021826,-75.79680859,-68.13790515,-68.8103827,-72.4115232,-73.99548271,-36.25658736,-30.3268491,-46.21378927,-38.6562478,-40.18893599,-30.86482127,-43.4886328,-38.85767299,-39.96530397,-36.0972205,-38.23917195,-41.24544798,-45.94675996,-38.93123407,-40.28738792,-40.63795424
215,-76.18567544,-64.3413382,-73.76690748,-70.0609253,-69.36954552,-76.18322706,-70.47077418,-67.91574577,-69.53707733,-73.38656966,-67.53445185,-75.15326384,-69.09073623,-71.20069272,-63.98365374,-69.94904851,-38.75528739,-37.38435552,-46.39290542,-46.49388771,-47.80476113,-39.13316377,-42.63761842,-36.90465645,-35.86456464,-38.50414027,-45.05925936,-44.81696299,-33.10687482,-35.89833225,-36.85127971,-38.54540136
216,-62.02926597,-73.48631655,-63.82591238,-74.23556958,-69.767308,-68.3909456,-70.25919725,-66.25178455,-71.28192788,-75.04733897,-72.77426371,-68.85107173,-71.01929703,-71.58348483,-69.65977906,-71.43172739,-33.2992888,-36.67171539,-29.9435767,-41.42471065,-31.94895607,-40.08467983,-44.74617021,-42.41970894,-46.03448944,-41.11514709,-38.52496374,-40.27458793,-41.57793021,-48.16116891,-33.38006892,-44.11225422
217,-65.73910472,-68.10673475,-75.53955512,-69.91575394,-67.15208523,-67.09430593,-69.28467467,-67.43711637,-70.792904,-69.12360265,-68.91817483,-74.75521877,-66.67245736,-66.4876914,-73.79469681,-68.3665136,-46.63143912,-42.24612791,-35.65764878,-44.78702059,-29.55213129,-40.69046324,-32.87006155,-36.8392741,-42.62589776,-31.92447173,-34.58044522,-42.23748541,-41.83536474,-37.83089999,-42.7061853,-41.93013329
218,-68.01783651,-73.53112099,-66.42937287,-67.06219926,-71.49939166,-71.18301036,-70.79937322,-70.75737858,-70.28666,-63.18710859,-69.16822256,-72.53142664,-69.68210805,-68.12191632,-64.99447497,-67.97208305,-53.75886651,-36.53956797,-37.31520766,-43.64709679,-47.52155798,-27.10282641,-34.86457563,-37.43120179,-43.46905779,-46.54606595,-39.53750255,-47.18852704,-42.89303363,-42.7928112,-41.29651479,-38.09605836
219,-72.59003471,-72.44598659,-69.34162525,-67.58938344,-70.33424958,-70.90340517,-67.17306683,-68.57856375,-63.57710378,-69.98047201,-72.53237666,-67.58624134,-72.28005414,-71.20370651,-69.11293407,-67.79067622,-44.42420682,-40.05121462,-35.79489292,-42.93243632,-32.17345537,-43.47264523,-43.50665404,-43.68290656,-38.54420524,-35.01079532,-44.09582855,-45.18655273,-42.59128581,-39.38354204,-41.07928522,-39.35590012
220,-70.14152939,-67.75062007,-70.5900389,-75.08189455,-69.49615822,-67.11631276,-67.13428706,-66.39224126,-73.50898426,-67.73964714,-68.17089819,-72.08347392,-69.44636209,-69.99903263,-73.44935522,-71.12172994,-36.33865377,-45.10387769,-40.11024212,-39.78639656,-38.27200235,-39.45097736,-34.90808172,-45.49059628,-37.64584946,-41.64330592,-38.46805183,-36.171334,-41.96947295,-38.04764368,-41.83754117,-43.63191067
221,-74.04700343,-71.90561167,-70.08636974,-69.61225835,-71.44280314,-66.71701336,-68.75254747,-69.82561076,-71.1409228,-65.6236076,-72.91489828,-63.54613879,-70.42531379,-66.89902038,-71.9255429,-72.55909798,-41.59535879,-38.22920646,-47.42914235,-44.6035875,-41.19044363,-42.10113998,-32.69457453,-48.88177356,-42.44480191,-40.26797152,-38.49414972,-34.98615366,-37.61628997,-45.41745036,-37.9729073,-46.0614866
222,-71.32062367,-71.90143793,-67.7985108,-66.46275246,-66.33644472,-72.01029855,-72.76109649,-69.76701609,-69.45499243,-67.95360852,-71.00611722,-65.93610335,-67.82163353,-72.62307299,-68.45316369,-70.2868376,-42.91119738,-36.87756907,-32.73158385,-33.69912867,-49.15479716,-40.43860011,-34.36640581,-45.89237315,-40.80599158,-30.36389747,-33.38125942,-38.30872636,-36.65781563,-42.44479582,-25.78591938,-40.27380443
223,-73.17587213,-66.31438754,-66.61298793,-70.60502583,-72.86884369,-65.06680453,-70.25835505,-70.12044264,-75.74126444,-71.33985949,-68.35186427,-70.01600571,-69.96692058,-65.15390896,-67.75274023,-64.30451751,-40.28119147,-37.88109881,-36.53610368,-37.90935544,-49.67264953,-41.6191065,-48.25057375,-37.46586257,-42.26480471,-37.35544026,-37.91205362,-42.44628646,-32.10942117,-47.88018618,-42.85317579,-42.12410768
224,-71.18267274,-68.72393261,-68.1981587,-70.4161617,-63.94552107,-67.4906402,-72.18554658,-70.98672362,-75.94425728,-66.80467731,-68.81248758,-71.10650977,-73.20003667,-76.48319519,-66.9501457,-71.48905387,-35.75368255,-38.57390448,-40.45147987,-39.42411245,-44.45233894,-32.68488263,-40.98226441,-41.07012163,-34.42564808,-42.27271904,-39.65395737,-43.6387696,-46.77897462,-39.23938174,-33.72872592,-34.72934347
225,-72.75514912,-68.22739384,-65.71726114,-69.96604066,-67.88338104,-67.56185776,-71.75394824,-69.99098125,-72.03512802,-65.36294436,-70.54260444,-64.97287817,-73.87575232,-69.42053657,-68.50741866,-68.95459275,-35.80174145,-42.48518691,-41.40693049,-38.01138012,-48.67810776,-40.24146387,-38.16706945,-36.97947705,-32.33033902,-42.59877952,-39.06509228,-46.39579498,-36.27412793,-37.15123013,-36.03265526,-43.00117847
226,-68.77791126,-69.02220436,-68.93641177,-69.64106595,-69.77920795,-68.75517786,-69.96863857,-67.87923323,-73.63608304,-71.48344077,-70.40821612,-67.88528813,-69.74096468,-72.72899611,-73.20088555,-66.10625224,-29.45308501,-35.85872857,-48.41956503,-43.40045284,-37.26333983,-39.59218704,-34.74611696,-37.31352754,-34.54648818,-44.57203909,-38.53624854,-42.64435627,-43.08733919,-42.05575074,-32.62481896,-33.71327287
227,-67.9914931,-67.48031907,-70.87861917,-70.95128103,-67.63645409,-66.14276323,-70.66611488,-67.49192432,-65.91237074,-67.70787969,-65.86061953,-69.13658954,-70.33218113,-69.68462891,-67.73567627,-70.71575631,-39.60455447,-44.16941014,-40.2078087,-35.49669156,-46.45191508,-43.08248342,-44.74268519,-41.89175874,-46.03719175,-37.1785941,-37.00294602,-29.94026333,-36.05998293,-41.91351407,-49.24535059,-30.57126306
228,-68.18396418,-68.30188249,-71.92879746,-70.40945516,-68.99158096,-72.31570523,-66.58632325,-72.11738972,-74.02811206,-69.63888726,-69.70654046,-67.09368594,-71.23734655,-69.49155323,-73.03703533,-70.08426482,-44.91944841,-31.03335773,-45.47663871,-39.08775565,-44.91028565,-36.59297593,-46.54955025,-46.73997355,-37.26154118,-37.44602657,-40.16754365,-37.54666587,-42.12081553,-43.01462,-34.01341779,-36.79020355
229,-69.06570223,-71.80468149,-66.66973876,-67.15507276,-70.54217312,-74.60849649,-68.30190312,-69.47069649,-70.76326235,-68.76515827,-71.36369835,-67.68539225,-73.51092287,-76.7276838,-70.0182426,-67.04988058,-48.54019113,-38.70193955,-29.51769019,-42.56100741,-41.6728342,-39.37533977,-34.73717598,-31.10596892,-37.14571156,-40.96809992,-36.78933063,-44.06231174,-47.83735284,-41.76898159,-39.61429611,-42.45705145
230,-72.63617209,-69.38969915,-72.69787124,-72.06460457,-71.39485205,-71.10396721,-66.50079399,-67.16603462,-70.98741586,-67.89161437,-69.16806782,-72.44409168,-69.73187771,-68.52800081,-66.88359431,-70.87751759,-46.50954457,-38.9262578,-41.23527721,-33.45666149,-42.28454392,-41.54173085,-43.73965906,-43.91905112,-39.88581516,-35.83879669,-40.37243173,-34.02073595,-38.10816234,-44.5386927,-39.47038264,-32.03358357
231,-71.230387,-67.42374786,-71.72461938,-66.6152105,-68.82884997,-70.49594955,-70.45270736,-75.00110977,-71.91195837,-72.67766098,-66.99513819,-77.64334625,-67.46466955,-69.38104954,-68.28135979,-65.87679686,-40.48765793,-33.75181395,-37.24721609,-46.7454864,-40.99331635,-30.79366237,-35.10313604,-29.13720242,-31.40413154,-38.22266213,-39.40882099,-47.38566251,-35.80266792,-42.4117023,-34.52216742,-39.02632182
232,-68.39086349,-74.48493695,-76.93072763,-69.32264973,-69.74250579,-71.237112,-64.79121747,-69.75808863,-73.13909283,-69.19607239,-69.08859366,-70.63810643,-66.81422181,-72.67717074,-70.37986705,-67.12817984,-35.96668582,-47.46333294,-43.87993129,-35.86230887,-39.37689919,-41.83806875,-39.69641137,-40.57713277,-31.44016366,-42.45240581,-35.80293597,-31.35963555,-37.07000146,-53.56586008,-37.5820051,-43.19517317
233,-70.84994217,-65.8750109,-69.89285738,-65.40908836,-66.34276958,-66.43012257,-73.61068723,-69.81044585,-68.94291016,-76.77293662,-70.40600991,-70.11893103,-63.61070221,-68.49128605,-71.59646762,-75.05578625,-43.56670122,-33.33556971,-45.67038521,-44.22872175,-40.18030532,-39.07742301,-41.49368955,-38.35477314,-41.36449026,-37.26295187,-40.68996549,-46.04853962,-35.8242362,-35.8092006,-43.49873144,-38.15610478
234,-69.21439736,-68.71551434,-72.68568607,-68.6483582,-67.76225546,-69.71308993,-69.99523214,-68.65512573,-71.7685158,-65.22411282,-74.62107522,-73.56998492,-65.80850777,-75.86209295,-69.50246476,-71.72256172,-43.09834312,-31.34903221,-42.31247385,-43.09438404,-43.32024993,-38.27928653,-40.79996453,-35.75343598,-42.84268672,-46.03701628,-40.72265452,-43.80769527,-34.67503872,-43.98791922,-39.63425907,-40.79486041
235,-70.71914268,-71.43714027,-72.39335186,-70.86952796,-64.81832566,-72.59785051,-70.05850842,-73.05451762,-71.28227223,-65.76226641,-68.87212958,-68.56293605,-71.04520746,-71.31768515,-67.80178352,-66.25564804,-41.5934431,-33.84373426,-40.14085443,-42.89247446,-41.32937438,-46.48271843,-42.59249843,-46.99995938,-38.13648552,-45.42892222,-35.4722613,-45.47154507,-37.56523199,-52.09578511,-45.77190925,-44.98510245
236,-69.6861136,-71.80433088,-74.68561694,-73.10109833,-65.196541,-69.88338983,-72.16718643,-72.03408456,-73.89105612,-65.74453159,-72.88111054,-73.92398282,-78.59538321,-73.98467806,-64.39468131,-69.54700378,-36.61286992,-42.42043895,-41.32919242,-42.76528816,-41.13387554,-49.13176195,-34.70940155,-37.406718,-38.53317393,-33.54145291,-37.86152699,-41.08921802,-39.27876736,-38.59545725,-46.8717633,-35.39160099
