,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,client_major_version,client_minor_version,server_major_version,server_minor_version,authentication_method,trans_depth,method,host,uri,version,user_agent,request_body_len,response_body_len,status_code,status_msg,tags,resp_fuids,referrer,resp_mime_types,origin,orig_fuids,orig_mime_types,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,trans_id,query,qclass,qclass_name,qtype,qtype_name,AA,TC,RD,RA,Z,rejected,rcode,rcode_name,answers,TTLs,proxied,username,orig_filenames,cookie,result,security_protocol,cert_count,auth_attempts,server,client,cipher_alg,mac_alg,compression_alg,kex_alg,host_key_alg,host_key,auth_success,path,share_type,analyzer,failure_reason,hostname,domainname,server_nb_computer_name,server_dns_computer_name,success,cipher,server_name,resumed,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,rtt,named_pipe,endpoint,operation,mode,stratum,poll,precision,root_delay,root_disp,ref_id,ref_time,org_time,rec_time,xmt_time,num_exts,name,notice,peer,source,request_type,till,forwardable,renewable,command,value,addl,user,nick,fuid,tx_hosts,rx_hosts,conn_uids,depth,analyzers,mime_type,is_orig,seen_bytes,total_bytes,missing_bytes,overflow_bytes,timedout,filename
173,1620554385.133878,CwoQ1k2CLEWwlaR6Bg,10.11.1.2,65390.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10446596145629801,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1620554387.738735,CWUA2C4o8Tp8wFWf9c,fe80::3989:a046:ede4:f898,61991.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10483312606811501,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1620554387.73886,C4yikO0wlbqqI8IP1,10.11.1.2,57877.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10475611686706501,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1620554390.343748,CLXw86pmGj5iMnzEe,fe80::3989:a046:ede4:f898,52647.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10511088371276801,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1620554390.343833,CuyH1s49wGPECc4Lzh,10.11.1.2,50953.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.105060100555419,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1620554392.951068,CaDA5D46n24m7fn7Z1,fe80::3989:a046:ede4:f898,58202.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.103322029113769,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1620554392.951152,CsQoK517CXNRFJ8zgh,10.11.1.2,64159.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10328483581542901,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1620554395.554564,C9chaZ2zdZRtnfYhh4,fe80::3989:a046:ede4:f898,60293.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10474300384521401,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1620554395.554674,CMCfn1XFeihhotQGb,10.11.1.2,58073.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10467600822448701,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1620554398.160003,Cvv2o4mJg99TOcGH,fe80::3989:a046:ede4:f898,51498.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104709148406982,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1620554398.160087,CFn8AP2TMCDmokZw64,10.11.1.2,63763.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104664802551269,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1620554400.766098,CO7IPW3XQLDYDMTkLh,fe80::3989:a046:ede4:f898,52248.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104197025299072,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1620554400.766178,CtdIou4yVbIoDUXh9h,10.11.1.2,57934.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10416412353515601,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1620554403.368971,CQJy2LRlQk9f4doc,fe80::3989:a046:ede4:f898,52693.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.106060981750488,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1620554403.369036,C1xNtc4wXzFCttLmB,10.11.1.2,57453.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.106038093566894,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1620554405.97454,CaJYdx107uPvZX87b,fe80::3989:a046:ede4:f898,59827.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10575008392333901,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1620554405.974599,CufoQR2OMpVgA7p9f9,10.11.1.2,60596.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.105765104293823,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1620554408.579794,CHg8kz2ojRmOZK5cR1,fe80::3989:a046:ede4:f898,54146.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.105700969696044,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1620554408.579862,CaRUu5TQPA2lpiGdl,10.11.1.2,49457.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10568976402282701,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1620554411.184772,ClLkH73aIelLTitbzd,fe80::3989:a046:ede4:f898,59196.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10616493225097601,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1620554411.184816,ChVg4iFk4qbVth0D9,10.11.1.2,64420.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.106122016906738,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1620554413.793082,CZTwfQ3KOZuut98JGe,fe80::3989:a046:ede4:f898,56526.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10297894477844201,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1620554413.793155,CJeLcJgRFUyn4n2Nl,10.11.1.2,63739.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10293698310852001,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1620554416.396371,CzyqlB1IXPjNBQwSl8,fe80::3989:a046:ede4:f898,57306.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104863166809082,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1620554416.396463,CeMEgS2gvIhhFl4Sz5,10.11.1.2,64280.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10495805740356401,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1620554419.001782,C6vOyy1AF1KSz9Jlv8,fe80::3989:a046:ede4:f898,62013.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10469913482666,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1620554419.001835,CeUFTI1TosgcrPlNZk,10.11.1.2,61076.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10468196868896401,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1620554421.608866,C1kNI3zaoyzAMlFQ4,fe80::3989:a046:ede4:f898,51701.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.103038072586059,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1620554421.608962,C39eRh3YC6g6sS2yWk,10.11.1.2,61534.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10303783416748001,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1620554424.212195,CNJF5WcCe7cAiptj4,fe80::3989:a046:ede4:f898,54200.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10484910011291501,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1620554424.212278,CNPq6Y16DcFQyM5H8b,10.11.1.2,60333.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104766130447387,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1620554426.819173,CntjoV18g5AK6AK2hj,fe80::3989:a046:ede4:f898,51136.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10309791564941401,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1620554426.819267,CkFK9V3L6yMwnKcYbe,10.11.1.2,50125.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10313606262207001,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1620554429.428014,CDNJlW3fen68EDAxI,fe80::3989:a046:ede4:f898,50741.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.09946107864379801,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1620554429.428086,C9lQ5W2DPSNbhi4QTl,10.11.1.2,49155.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.09943294525146401,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1620554432.030381,CRwfFe44vA8xH99EOg,fe80::3989:a046:ede4:f898,61623.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10229110717773401,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1620554432.030467,C8gGq61chm8dkNHrNl,10.11.1.2,61052.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10224604606628401,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1620554434.631936,ChscjM1KCfhF9g1T2g,fe80::3989:a046:ede4:f898,60659.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10610389709472601,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1620554434.631937,CByQXc4KDQfcEssie1,10.11.1.2,49698.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10610294342041,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1620554437.238373,CdAmuj2tIqNYwscYU3,fe80::3989:a046:ede4:f898,62329.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10476493835449201,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1620554437.238448,Ci07Aj1vwV10aJ4RCc,10.11.1.2,64275.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10472917556762601,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1620554439.843908,CDCqP32DhMOIcbBsy1,fe80::3989:a046:ede4:f898,51301.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10451197624206501,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1620554439.844018,ChZhxt2SJ2jtf7lfU9,10.11.1.2,62356.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104429006576538,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1620554442.449085,CcmTwb3qfXFflcn4Qc,fe80::3989:a046:ede4:f898,56908.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10500311851501401,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1620554442.44916,CjiUb01KxyVTpvn729,10.11.1.2,60406.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.104928016662597,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1620554445.054085,C3xaEb1Zcry304hL41,fe80::3989:a046:ede4:f898,55331.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10478496551513601,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1620554445.054144,COB3Jg34LbVCMYoCM1,10.11.1.2,52768.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10475897789001401,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1620554447.659427,CZPQEp6GcDiIa1x4g,fe80::3989:a046:ede4:f898,56274.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10471701622009201,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1620554447.659509,C2PJao3aElPCaaCRS3,10.11.1.2,53942.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10468196868896401,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1620554450.263436,C6wxxi4COJM1JIOuUb,fe80::3989:a046:ede4:f898,58384.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10591793060302701,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1620554450.263494,C6iEqv1zRsb4uffTZh,10.11.1.2,52758.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10592198371887201,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1620554452.872264,CTS2dj2XPAMvM9CR2i,fe80::3989:a046:ede4:f898,60338.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10237407684326101,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1620554452.872349,CVu10g1UMgMDtGxPQ3,10.11.1.2,53823.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10232901573181101,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1620554455.473809,CeNYCh19VKMsCmb7S5,fe80::3989:a046:ede4:f898,57648.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.106050968170166,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1620554455.473886,CPZpyLiDpIicbMkig,10.11.1.2,50810.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.10601806640625,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1620554458.179282,C0xc4txeEffqcwO8b,fe80::3989:a046:ede4:f898,58228.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.09939098358154201,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1620554458.179375,Cn00yq4ueLz8k5gJ2k,10.11.1.2,52878.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.09933900833129801,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1620554460.784725,CQXkwe3BmwIvdedOGd,fe80::3989:a046:ede4:f898,54669.0,ff02::1:3,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.09923696517944301,44.0,0.0,S0,0.0,D,2.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1620554460.784784,CbzT7s1MZsNS295MR2,10.11.1.2,51942.0,224.0.0.252,5355.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,0.099212884902954,44.0,0.0,S0,0.0,D,2.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1620554330.731249,Cg0mCC34QV0AkLx6U,10.11.1.2,137.0,10.11.1.255,137.0,,,,,,,,,,,,,,,,,,,,,,,udp,dns,131.88430786132812,7950.0,0.0,S0,0.0,D,159.0,12402.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
