,NAME,NAICS2017_LABEL,OWNER_SEX_LABEL,OWNER_ETH_LABEL,OWNER_RACE_LABEL,OWNER_VET_LABEL,QDESC_LABEL,OWNCHAR_LABEL,OWNPDEMP,OWNPDEMP_PCT,OWNPDEMP_S,OWNPDEMP_PCT_S
440,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USBORN,Total reporting,35633,100.0,3.7,0.0
441,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USBORN,Item not reported,960,0.0,21.0,0.0
442,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Owner is a citizen of the U.S.,35423,99.4,3.7,0.2
443,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Owner is not a citizen of the U.S.,212,0.6,26.0,0.2
444,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Total reporting,35634,100.0,3.7,0.0
445,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Item not reported,959,0.0,21.0,0.0
446,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Service-disabled veteran,330,11.7,43.4,4.9
447,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Not a service-disabled veteran,2495,88.3,10.7,4.9
448,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Total reporting,2826,100.0,9.0,0.0
449,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Item not reported,51,0.0,55.9,0.0
450,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served on active duty military service,1939,68.6,9.2,4.6
451,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served on post-9/11 active duty military service,285,10.1,34.8,3.2
452,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served in the National Guard or as a military reservist in reference year,0,0.0,0.0,0.0
453,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,None of the above,660,23.4,20.6,3.9
454,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Total reporting,2826,100.0,9.0,0.0
455,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Item not reported by veterans,51,0.0,55.9,0.0
456,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,This is the owner's first business,10838,30.5,5.2,0.9
457,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business is still operating and the owner still owns it,21810,61.3,3.5,1.3
458,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business is no longer in operation,1211,3.4,10.0,0.4
459,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business was purchased by another company,322,0.9,49.2,0.4
460,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business was purchased by another individual,290,0.8,45.1,0.4
461,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Other,1101,3.1,24.4,0.7
462,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Total reporting,35571,100.0,3.7,0.0
463,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Item not reported,1021,0.0,18.6,0.0
464,Nebraska,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Before 1980,1612,4.5,18.3,0.8
465,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Before 1980,572,1.9,21.8,0.4
466,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,1980 to 1989,1322,4.4,13.9,0.6
467,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,1990 to 1999,3411,11.4,6.9,0.7
468,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2000 to 2007,6395,21.3,8.3,1.5
469,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2008 to 2012,5309,17.7,9.1,1.8
470,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Total reporting,29995,100.0,2.4,0.0
471,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2013 to 2017,8961,29.9,5.0,1.5
472,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2018,351,1.2,23.7,0.3
473,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Don't know,3674,12.2,12.9,1.4
474,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Item not reported,1386,0.0,15.3,0.0
475,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Business was the owner's primary source of personal income,20152,67.0,3.3,1.1
476,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Business was not the owner's primary source of personal income,9906,33.0,3.5,1.1
477,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Total reporting,30057,100.0,2.4,0.0
478,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Item not reported,1324,0.0,16.3,0.0
479,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Less than high school graduate,674,2.2,21.5,0.5
480,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Associate degree,1631,5.4,10.8,0.6
481,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,High school graduate - diploma or GED,5782,19.3,5.3,1.2
482,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,"Technical, trade, or vocational school",1053,3.5,20.8,0.7
483,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,"Some college, but no degree",5314,17.7,6.5,1.1
484,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Bachelor's degree,8629,28.8,5.0,1.2
485,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Master's degree,2089,7.0,13.6,0.8
486,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Doctorate degree,575,1.9,21.1,0.4
487,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Professional degree beyond a bachelor's degree,4240,14.1,9.1,1.1
488,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Total reporting,29978,100.0,2.4,0.0
489,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Item not reported,1403,0.0,14.3,0.0
490,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Biological, agricultural and environmental life sciences",757,4.9,11.5,0.6
491,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Chemistry, except biochemistry",441,2.8,19.7,0.6
492,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Computer and mathematical sciences and other technology and technical fields,554,3.6,11.8,0.4
493,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Earth, atmospheric and ocean sciences",0,0.0,0.0,0.0
494,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Economics, political, psychology, sociology and other social sciences",1139,7.3,16.8,1.2
495,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Engineering,1213,7.8,12.2,0.9
496,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Health,2815,18.1,8.0,1.4
497,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Physics and astronomy,0,0.0,0.0,0.0
498,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Science and mathematics teacher education,0,0.0,0.0,0.0
499,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Other science and engineering related fields, not listed above",624,4.0,24.3,0.9
500,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Art and humanities fields,1022,6.6,9.2,0.7
501,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Education, except science and math teacher education",603,3.9,20.3,0.7
502,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Other non-science and non-engineering related fields, not listed above",3679,23.7,9.0,1.5
503,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Management and administration fields,3389,21.8,12.8,2.2
504,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Sales and marketing fields,1027,6.6,14.7,0.8
505,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Social service and related fields,323,2.1,34.9,0.7
506,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,35 to 44,6949,23.0,7.6,1.8
507,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Total reporting,15519,100.0,4.8,0.0
508,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Item not reported,0,0.0,0.0,0.0
509,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"No Bachelor's, Master's, Doctorate, or Professional Degree",15851,0.0,2.8,0.0
510,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,Under 25,0,0.0,0.0,0.0
511,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,25 to 34,1715,5.7,17.5,0.9
512,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,45 to 54,8293,27.5,4.3,0.9
513,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,55 to 64,8149,27.0,6.4,1.4
514,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,65 or over,4898,16.2,7.4,1.2
515,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,Total reporting,30152,100.0,2.6,0.0
516,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,OWNRAGE,Item not reported,1228,0.0,18.4,0.0
517,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Wanted to be my own boss: Not important,3230,10.7,6.8,0.7
518,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Wanted to be my own boss: Somewhat important,6547,21.7,4.2,0.9
519,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Wanted to be my own boss: Very important,20255,67.3,3.5,1.2
520,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Flexible hours: Not important,4153,13.8,6.6,0.8
521,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Flexible hours: Somewhat important,7487,24.9,5.3,1.4
522,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Flexible hours: Very important,18275,60.7,4.0,1.5
523,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Balance work and family: Not important,4054,13.5,5.9,0.6
524,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Balance work and family: Somewhat important,7693,25.6,5.9,1.4
525,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Balance work and family: Very important,18214,60.5,3.3,1.5
526,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Greater income: Not important,2501,8.3,6.6,0.5
527,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Greater income: Somewhat important,7045,23.4,5.5,1.5
528,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Greater income: Very important,20271,67.3,4.0,1.5
529,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Best avenue for ideas: Not important,4473,14.9,5.5,0.8
530,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Best avenue for ideas: Somewhat important,8293,27.5,8.6,2.3
531,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Best avenue for ideas: Very important,17216,57.2,4.4,1.8
532,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Couldn't find a job: Not important,23312,77.4,4.1,1.5
533,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Couldn't find a job: Somewhat important,4121,13.7,10.0,1.6
534,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Couldn't find a job: Very important,2275,7.6,21.0,1.6
535,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Work for self: Not important,8156,27.1,5.4,0.9
536,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Work for self: Somewhat important,10558,35.1,5.2,1.7
537,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Work for self: Very important,11214,37.2,4.4,1.5
538,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Start my own business: Not important,6256,20.8,6.8,1.3
539,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Friend or family role model: Somewhat important,7151,23.8,5.8,1.5
540,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Start my own business: Somewhat important,8651,28.7,5.8,1.7
541,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Start my own business: Very important,14831,49.3,3.8,1.3
542,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Friend or family role model: Not important,13405,44.5,5.5,1.7
543,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Friend or family role model: Very important,9296,30.9,4.9,1.5
544,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Other: Not important,24099,80.0,3.5,1.8
545,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Other: Somewhat important,2229,7.4,13.2,1.0
546,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Other: Very important,2884,9.6,12.2,1.3
547,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Carry on family business: Not important,20778,69.0,3.6,1.3
548,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Carry on family business: Somewhat important,3928,13.0,10.9,1.4
549,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Carry on family business: Very important,5161,17.1,6.4,1.1
550,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Help my community: Not important,11773,39.1,6.3,2.1
551,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Help my community: Somewhat important,9677,32.1,5.3,1.7
552,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Help my community: Very important,8369,27.8,5.8,1.5
553,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Total reporting,30105,100.0,2.6,0.0
554,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,REASONOWN,Item not reported,1275,0.0,18.8,0.0
555,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USBORN,Owner was born in the U.S.,23160,76.8,3.1,1.7
556,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USBORN,Owner was not born in the U.S.,6993,23.2,8.4,1.8
557,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USBORN,Total reporting,30152,100.0,2.6,0.0
558,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USBORN,Item not reported,1228,0.0,18.4,0.0
559,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Owner is a citizen of the U.S.,28943,96.0,2.7,0.6
560,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Owner is not a citizen of the U.S.,1207,4.0,14.9,0.6
561,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Total reporting,30150,100.0,2.6,0.0
562,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,USCITIZEN,Item not reported,1231,0.0,18.4,0.0
563,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Service-disabled veteran,241,10.8,41.3,4.0
564,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Not a service-disabled veteran,1994,89.2,10.2,4.0
565,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Total reporting,2235,100.0,11.3,0.0
566,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,DISVETRN,Item not reported,0,0.0,0.0,0.0
567,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served on active duty military service,1513,67.7,14.3,5.9
568,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served on post-9/11 active duty military service,192,8.6,31.1,2.4
569,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Total reporting,2235,100.0,11.3,0.0
570,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served on active duty military service in reference year,0,0.0,0.0,0.0
571,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Served in the National Guard or as a military reservist in reference year,0,0.0,0.0,0.0
572,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,None of the above,650,29.1,22.0,5.2
573,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,Veteran,VETSPECIFIC,Item not reported by veterans,0,0.0,0.0,0.0
574,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,This is the owner's first business,7207,24.0,3.3,0.8
575,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business is still operating and the owner still owns it,19328,64.3,3.4,0.8
576,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business is no longer in operation,1489,5.0,14.7,0.7
577,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business was purchased by another company,272,0.9,22.0,0.2
578,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Business was purchased by another individual,534,1.8,28.5,0.5
579,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Other,1226,4.1,13.4,0.5
580,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Total reporting,30055,100.0,2.6,0.0
581,Nevada,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIORBUSTAT,Item not reported,1325,0.0,15.9,0.0
582,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Before 1980,661,3.6,14.8,0.5
583,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,1980 to 1989,1816,9.8,22.5,2.2
584,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,1990 to 1999,3555,19.3,11.1,2.0
585,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2000 to 2007,3441,18.7,15.9,2.5
586,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2008 to 2012,2565,13.9,10.2,1.7
587,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2013 to 2017,3551,19.3,8.0,1.6
588,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2018,193,1.0,36.6,0.4
589,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Don't know,2663,14.4,12.7,1.5
590,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Total reporting,18443,100.0,4.5,0.0
591,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Item not reported,695,0.0,19.4,0.0
592,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Business was the owner's primary source of personal income,13451,72.8,6.1,2.2
593,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Business was not the owner's primary source of personal income,5021,27.2,8.0,2.2
594,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Total reporting,18471,100.0,4.5,0.0
595,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Item not reported,667,0.0,20.4,0.0
596,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Less than high school graduate,596,3.2,20.7,0.7
597,New Hampshire,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,High school graduate - diploma or GED,3955,21.5,7.7,1.9
